1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,EnclosedPorch,Fireplaces,FullBath,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LowQualFinSF,MiscVal,OpenPorchSF,OverallCond,OverallQual,PoolArea,ScreenPorch,TotRmsAbvGrd,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
616,1072,0,4,185,0,2,1688,1,1,12798,0,400,114,5,6,0,0,8,403,1997,1997,200000
1196,0,0,2,0,0,1,1196,0,1,4800,0,0,0,7,4,0,0,5,0,1916,1990,109900
728,728,0,3,0,1,2,1456,1,1,8199,0,0,18,5,7,0,0,7,36,2005,2005,189000
1734,1088,0,4,0,1,3,2822,1,1,13891,0,0,170,5,9,0,192,12,52,2008,2009,582933
1128,0,0,2,0,0,1,1128,0,1,9000,0,0,0,5,5,0,0,5,0,1954,1954,118000
1428,0,0,3,0,0,2,1428,0,1,12274,0,0,60,5,7,0,0,6,0,2008,2008,227680
980,0,0,3,0,0,2,980,0,1,9750,0,0,0,5,5,0,0,6,68,1967,1967,135500
1072,504,0,3,0,1,1,1576,1,1,21384,0,0,312,6,5,0,0,6,0,1923,2004,223500
1086,0,0,3,0,1,1,1086,0,1,13400,0,0,0,5,5,0,0,6,0,1966,1966,159950
1075,1063,0,2,0,0,2,2138,0,3,8100,0,0,156,5,5,0,0,11,40,1898,1965,106000
1309,0,0,3,0,1,1,1309,1,1,10140,0,0,0,6,6,648,0,5,265,1974,1999,181000
848,0,0,1,0,1,1,848,0,1,4438,0,0,0,5,6,0,0,4,140,2004,2004,144500
1044,0,0,2,0,0,1,1044,0,1,8712,0,54,0,5,5,0,0,4,0,1952,1952,55993
1442,0,0,4,275,0,1,1442,1,1,9750,0,500,0,6,6,0,0,7,0,1958,1958,157900
686,564,0,3,96,0,1,1250,1,1,8248,0,0,0,7,5,0,0,7,207,1918,1950,116000
1661,0,0,3,0,0,2,1661,0,1,12137,0,0,34,5,7,0,0,6,0,1998,1998,224900
1008,0,0,2,120,1,1,1008,0,1,11425,0,0,0,6,5,0,0,4,0,1954,1954,137000
1689,0,0,3,0,2,2,1689,0,1,13265,0,0,59,5,8,0,0,7,150,2002,2002,271000
1052,0,0,3,0,0,1,1052,0,1,8816,0,0,0,7,6,0,0,6,0,1971,1971,155000
1358,0,0,2,0,1,2,1358,0,1,6371,0,0,35,5,7,0,0,6,192,2009,2010,224000
798,842,0,3,0,0,2,1640,1,1,7226,0,0,45,5,7,0,0,6,0,2003,2003,183000
936,0,0,2,112,0,1,936,0,1,6000,0,0,32,4,4,0,0,4,0,1953,1953,93000
847,886,0,3,0,1,2,1733,1,1,12394,0,0,48,5,7,0,0,7,100,2003,2003,225000
944,545,0,3,0,1,2,1489,0,1,9900,0,0,0,7,6,0,0,7,335,1940,1950,139500
1489,0,0,3,0,1,2,1489,0,1,11216,0,0,140,5,8,0,0,7,0,2006,2006,232600
2084,0,0,2,0,1,2,2084,0,1,14803,0,0,45,5,10,0,0,7,188,2007,2008,385000
784,0,0,2,116,0,1,784,0,1,6130,0,0,0,6,5,0,0,5,0,1924,1950,109500
1434,0,0,3,0,1,2,1434,0,1,8529,0,0,39,5,7,0,0,6,290,2001,2001,189000
1160,966,0,3,0,0,2,2126,1,1,28698,0,0,0,5,5,0,225,7,486,1967,1967,185000
520,623,0,2,0,0,2,1223,1,1,2544,80,0,166,5,7,0,0,4,0,2005,2005,147400
1392,0,0,3,0,2,1,1392,1,1,11900,0,0,0,5,6,0,192,6,0,1957,1957,166000
520,600,0,2,0,0,2,1200,1,1,3180,80,0,166,5,7,0,0,4,0,2005,2005,151000
941,888,0,3,0,1,2,1829,1,1,9548,0,0,39,6,7,0,0,7,192,2003,2003,237000
1516,0,0,3,0,0,1,1516,1,1,10004,0,0,0,6,6,0,152,6,0,1964,1964,167000
1144,0,0,3,0,0,1,1144,0,1,7875,0,0,0,6,5,0,0,6,0,1961,1961,139950
1067,0,0,2,0,0,2,1067,0,1,9600,0,0,0,7,4,0,0,4,290,1950,1995,128000
1559,0,0,2,230,0,1,1559,0,1,8100,0,0,116,6,5,0,0,5,0,1948,1973,153500
483,504,0,2,0,0,1,987,1,1,1680,0,0,0,5,6,0,0,5,0,1973,1973,100000
1099,0,0,3,0,0,1,1099,1,1,9525,0,0,0,6,5,0,0,6,278,1995,2006,144000
768,432,0,3,0,0,1,1200,0,1,11767,0,0,0,6,5,0,0,6,0,1946,1995,130500
810,672,0,4,254,0,2,1482,0,1,12155,0,0,0,8,6,0,0,7,0,1925,1950,140000
958,581,0,3,68,1,2,1539,0,1,10440,0,0,78,8,5,0,0,8,70,1904,2002,157500
1165,0,0,3,0,0,1,1165,1,1,9020,0,0,129,7,6,0,0,6,0,1966,1966,174900
1800,0,0,6,0,0,2,1800,0,2,8000,0,0,0,4,5,0,0,10,0,1961,1961,141000
876,540,0,4,194,1,1,1416,1,1,12665,0,0,0,8,5,0,0,7,418,1915,1950,153900
1701,0,0,3,0,2,2,1701,0,1,16647,0,0,0,5,5,0,0,6,0,1975,1981,171000
1006,769,0,3,192,1,2,1775,1,1,9317,0,0,72,5,7,0,0,7,234,1993,1993,213000
864,0,0,3,0,1,1,864,0,1,15523,0,0,0,6,5,0,0,5,0,1972,1972,133500
1307,1051,0,5,0,1,3,2358,0,1,45600,0,0,40,8,6,0,175,10,486,1908,1997,240000
1094,761,0,3,0,1,2,1855,1,1,9600,0,0,100,7,6,0,0,7,113,1976,1994,187000
848,0,0,1,0,0,1,848,0,1,4435,0,0,0,5,6,0,0,3,140,2003,2003,131500
1456,0,0,2,0,1,2,1456,0,1,3196,0,0,20,5,8,0,0,7,143,2003,2003,215000
918,728,0,4,0,2,2,1646,0,1,7128,0,0,0,5,7,0,126,7,0,1941,1950,164000
1445,0,0,3,0,1,1,1445,1,1,12095,0,0,0,6,6,0,0,7,180,1964,1964,158000
1779,0,0,3,0,1,1,1779,1,1,17920,0,0,418,4,5,0,312,6,0,1955,1974,170000
1040,0,0,3,0,0,1,1040,1,1,6897,0,0,104,8,5,0,0,6,0,1962,2010,127000
1026,0,0,3,34,0,1,1026,0,1,10970,0,0,0,6,6,0,0,5,0,1978,1978,147000
702,779,0,3,0,1,2,1481,1,1,8125,0,0,36,5,6,0,0,6,0,1994,1995,174000
1370,0,0,3,0,1,2,1370,0,1,10400,0,0,0,5,7,0,0,6,0,1976,1976,152000
1512,1142,0,4,0,1,2,2654,1,1,11029,0,0,65,7,6,0,222,9,0,1968,1984,250000
912,514,0,3,0,1,1,1426,1,1,7642,0,0,240,8,7,0,0,7,0,1918,1998,189950
1039,0,0,3,0,0,1,1039,1,1,11625,0,0,0,4,5,0,0,6,0,1965,1965,131500
1097,0,0,3,0,0,2,1097,0,1,9672,0,0,0,5,6,0,0,6,0,1984,1985,152000
1148,0,0,3,0,0,1,1148,0,1,7931,0,0,0,5,5,0,0,6,0,1959,1959,132500
1372,0,0,3,0,0,2,1372,0,1,8640,0,0,140,5,7,0,0,6,0,2007,2008,250580
1002,0,0,3,0,0,1,1002,0,1,8750,0,0,0,6,5,0,0,5,0,1970,1970,148500
1646,0,0,3,0,1,2,1646,0,1,10656,0,0,80,5,8,0,0,6,192,2006,2007,248900
1120,0,0,3,0,0,1,1120,1,1,6970,0,400,0,5,4,0,0,5,168,1961,1961,129000
1547,720,0,2,0,1,2,2320,0,1,14762,53,0,144,6,5,0,0,7,120,1948,1950,169000
1062,887,0,3,0,1,2,1949,1,1,9938,0,0,90,5,7,0,0,8,156,1993,1994,236000
894,0,0,2,0,0,1,894,0,1,6600,0,0,0,5,5,0,0,5,0,1962,1962,109500
804,878,0,3,0,0,2,1682,1,1,8750,0,0,77,5,6,0,0,7,0,1998,1998,200500
910,0,0,3,150,0,1,910,0,1,8892,0,0,0,7,5,0,0,5,196,1953,1996,116000
1036,0,0,3,0,1,1,1268,0,1,12144,232,0,28,7,5,0,0,6,0,1949,1950,133000
676,455,0,3,0,0,1,1131,1,1,5720,0,0,0,6,5,0,0,5,26,1941,1950,66500
1184,1426,0,4,0,1,2,2610,1,1,9000,0,0,364,5,8,0,0,11,208,2007,2007,303477
1040,0,0,3,0,0,1,1040,0,1,25286,0,0,0,5,4,0,0,5,0,1963,1963,132250
1462,762,0,4,0,1,2,2224,1,1,8834,0,0,0,5,9,0,0,10,184,2004,2005,350000
1155,0,0,3,0,0,1,1155,0,1,11782,0,400,0,7,5,0,0,6,192,1961,1995,148000
864,0,0,3,0,0,1,864,0,1,7000,0,0,0,8,5,0,0,6,0,1978,2005,136500
1090,0,0,2,0,0,1,1090,1,1,7024,0,0,49,5,5,0,0,5,0,2005,2006,157000
1187,530,0,3,0,1,2,1717,1,1,13758,0,0,36,5,7,0,0,7,168,1990,1991,187500
808,785,0,3,0,1,2,1593,1,1,9636,0,0,40,5,6,0,0,7,342,1992,1993,178000
954,795,0,5,0,0,1,2230,0,1,6204,481,0,188,5,4,0,0,10,0,1912,1950,118500
892,0,0,3,0,0,1,892,0,1,7150,0,0,0,5,5,0,0,5,0,1967,1967,100000
1709,0,0,2,0,1,2,1709,0,1,5119,0,0,65,5,9,0,0,5,97,1999,2000,328900
1712,0,0,4,0,0,2,1712,0,2,8393,0,0,54,5,5,0,0,8,272,1959,2005,145000
872,521,0,3,0,0,1,1393,1,1,16466,0,0,0,7,5,0,265,8,121,1955,1955,135500
2217,0,0,4,0,1,2,2217,0,1,15865,0,0,207,6,8,0,224,8,81,1970,1970,268000
1505,0,162,2,0,1,1,1505,0,1,12160,0,0,0,4,6,0,0,6,0,1953,1953,149500
672,252,0,3,0,1,1,924,0,1,8064,0,2000,0,7,5,0,0,6,0,1949,2006,122900
918,765,0,3,0,1,2,1683,1,1,11184,0,0,0,5,6,0,0,7,243,1978,1978,172500
1068,0,0,3,0,0,1,1068,0,1,8414,0,0,0,8,6,0,0,6,192,1963,2003,154500
1383,0,0,3,0,1,1,1383,0,1,13284,0,0,116,5,5,0,0,6,511,1954,1954,165000
1535,0,0,4,0,0,2,1535,0,2,7018,0,0,0,5,5,0,0,8,0,1979,1979,118858
983,813,0,4,0,1,1,1796,1,1,7056,0,0,50,5,6,0,0,8,0,1963,1963,140000
951,0,0,2,0,0,1,951,0,1,8765,0,0,28,6,4,0,0,6,0,1936,1950,106500
1120,1120,0,6,0,0,2,2240,0,2,7018,0,0,0,5,5,0,0,12,154,1979,1979,142953
2364,0,0,2,0,2,2,2364,1,1,12919,0,0,67,5,9,0,0,11,0,2009,2010,611657
1236,0,0,3,0,1,1,1236,0,1,6993,0,0,0,7,5,0,0,6,0,1961,1994,135000
858,0,0,2,0,0,1,858,0,1,7340,0,0,0,6,4,0,0,4,0,1971,1971,110000
1306,0,0,2,0,0,1,1306,0,1,8712,0,0,0,7,5,0,0,5,0,1957,2000,153000
807,702,0,3,0,1,2,1509,1,1,7875,0,0,75,5,7,0,0,8,0,2003,2003,180000
1670,0,0,3,0,1,2,1670,0,1,14859,0,0,60,5,7,0,0,7,144,2006,2006,240000
902,0,0,3,0,0,1,902,0,1,6173,0,0,0,6,5,0,0,6,0,1967,1967,125500
1063,0,0,3,164,0,1,1063,0,1,9920,0,0,0,5,5,0,0,6,0,1954,1954,128000
1636,0,0,3,0,1,2,1636,0,1,13501,0,0,60,5,8,0,0,8,0,2006,2006,255000
1020,1037,0,3,0,1,1,2057,1,1,11500,0,0,0,7,7,0,322,6,0,1936,1987,250000
902,0,0,2,0,0,1,902,0,1,8885,0,0,0,5,5,0,0,5,164,1983,1983,131000
742,742,0,3,0,1,2,1484,1,1,12589,0,0,24,5,6,0,0,8,36,2005,2005,174000
1105,1169,0,5,0,0,2,2274,0,2,11600,0,0,0,5,5,0,0,12,0,1960,1960,154300
1268,0,0,3,0,0,1,1268,1,1,9286,0,0,0,7,5,0,0,5,173,1977,1989,143500
1015,0,0,3,112,0,1,1015,0,1,6120,0,620,0,7,5,0,120,6,0,1925,1950,88000
1001,1001,0,4,0,0,2,2002,0,2,6270,0,0,0,6,5,0,0,8,0,1949,1950,145000
612,612,0,2,0,0,2,1224,1,1,3000,0,0,234,5,6,0,0,4,0,2009,2009,173733
546,546,0,3,0,0,1,1092,1,1,2001,0,0,0,5,4,0,0,6,0,1970,1970,75000
480,0,0,1,0,0,0,480,0,1,9000,0,0,0,3,2,0,0,4,0,1949,1950,35311
1229,0,0,3,0,0,1,1229,0,1,17140,0,0,0,6,4,0,0,6,0,1956,1956,135000
912,1215,0,4,224,1,2,2127,1,1,13125,0,0,192,5,7,0,0,8,72,1991,1991,238000
1414,0,0,3,0,1,1,1414,0,1,11029,0,0,51,8,6,0,190,6,0,1958,2002,176500
936,785,0,3,0,0,2,1721,1,1,8462,0,0,87,5,6,0,0,7,300,1994,1994,201000
1272,928,0,4,0,0,2,2200,2,2,8777,0,0,70,7,5,0,0,9,0,1900,2003,145900
1316,0,23,3,0,1,2,1316,0,1,10237,0,0,0,5,6,0,0,6,100,2005,2006,169990
1617,0,0,2,0,1,2,1617,0,1,8012,0,0,69,5,6,0,0,5,0,1993,1994,193000
1686,0,0,3,0,1,2,1686,0,1,10240,0,0,131,6,6,0,0,7,384,1980,1980,207500
1126,0,0,3,0,0,2,1126,0,1,15611,0,0,0,6,5,0,0,6,180,1977,1977,175000
1234,1140,0,4,0,1,2,2374,1,1,11999,0,0,100,5,8,0,0,10,104,2003,2004,285000
1098,880,0,4,0,1,2,1978,1,1,9900,0,0,43,5,7,0,0,9,0,1968,1968,176000
1788,0,0,3,0,1,2,1788,0,1,11838,0,0,151,5,8,0,0,7,202,2001,2001,236500
993,1243,0,4,0,1,2,2236,1,1,13006,0,0,0,5,7,0,0,8,0,1997,1997,222000
1466,0,0,3,0,0,2,1466,0,1,8925,0,0,18,5,8,0,0,7,100,2007,2007,201000
925,0,0,2,0,0,1,925,0,1,9100,0,0,0,6,5,0,0,5,0,1965,1965,117500
1905,0,0,3,0,1,2,1905,0,1,11670,0,0,191,5,9,0,0,8,0,2006,2006,320000
1500,0,0,3,0,0,2,1500,0,1,8487,0,0,36,5,7,0,0,6,192,2004,2004,190000
2069,0,0,4,0,1,2,2069,0,1,27650,0,0,0,7,7,0,0,9,0,1960,2007,242000
747,0,0,1,32,0,1,747,0,1,5825,0,0,0,5,4,0,0,5,0,1926,1953,79900
1200,0,0,2,0,0,2,1200,0,1,10083,0,0,41,5,7,0,0,5,0,2003,2003,184900
1113,858,0,3,0,1,2,1971,1,1,9675,0,0,48,5,7,0,0,8,0,2005,2005,253000
1391,571,0,3,0,0,2,1962,1,1,8760,0,0,90,5,7,0,0,7,0,2006,2006,239799
1207,1196,0,4,318,2,2,2403,0,1,24090,0,0,0,7,7,0,0,10,56,1940,1950,244400
1728,0,0,4,0,0,2,1728,0,2,12640,0,0,0,5,6,0,0,8,40,1976,1976,150900
1022,1038,168,3,0,1,2,2060,1,1,8755,0,0,0,5,7,0,0,8,0,1999,1999,214000
1440,0,0,4,0,0,2,1440,0,2,7711,0,0,0,3,4,0,0,8,321,1977,1977,150000
1632,0,0,4,0,0,2,1632,0,2,25000,0,0,0,4,5,0,0,8,0,1967,1967,143000
1344,0,0,3,0,1,1,1344,0,1,14375,0,0,118,6,6,0,233,7,0,1958,1958,137500
1188,561,0,2,244,0,1,1869,0,1,8820,120,0,0,6,5,0,0,7,48,1890,1996,124900
1144,0,0,3,0,1,1,1144,0,1,8163,0,0,0,6,5,0,0,6,86,1959,1959,143000
1629,0,0,3,0,1,2,1629,0,1,14536,0,0,252,5,8,0,0,9,0,2002,2003,270000
936,840,0,3,0,1,2,1776,1,1,14006,0,0,96,5,7,0,0,7,144,2002,2002,192500
1381,0,0,3,0,1,1,1381,1,1,9360,0,0,0,7,6,0,0,5,0,1972,2006,197500
864,0,0,3,0,0,1,864,0,1,7200,0,0,0,8,5,0,0,5,194,1950,2002,129000
965,0,0,3,0,0,1,965,0,1,7800,0,0,0,5,5,0,0,6,421,1965,1965,119900
768,0,0,2,0,0,1,768,0,1,7200,0,0,0,8,5,0,0,5,192,1972,2003,133900
1168,800,0,4,0,1,2,1968,1,1,11075,0,400,189,4,5,0,0,7,305,1969,1969,172000
980,0,0,4,0,0,2,980,0,0,9400,0,0,0,5,6,0,0,4,0,1975,1975,127500
979,979,0,4,0,0,2,1958,0,2,7136,0,0,0,6,6,0,0,8,0,1946,1950,145000
561,668,0,2,0,1,1,1229,1,1,1300,0,0,0,6,6,0,0,5,150,1980,1980,124000
1057,0,0,3,0,0,1,1057,0,1,7420,0,0,0,5,5,0,0,6,0,1962,1962,132000
1337,0,0,3,0,0,2,1337,0,1,8450,0,0,39,5,7,0,0,6,0,2003,2003,185000
696,720,0,3,0,0,2,1416,1,1,2572,0,0,44,5,7,0,0,6,0,1999,1999,155000
858,0,0,2,0,0,1,858,0,1,7207,0,0,0,7,5,0,0,4,117,1958,2008,116500
1542,1330,0,4,0,1,2,2872,1,1,12227,0,0,282,7,6,0,0,11,550,1977,1995,272000
804,744,0,3,0,1,2,1548,1,1,2308,0,0,0,6,6,0,0,7,48,1976,1976,155000
1800,0,0,2,0,0,2,1800,0,1,11923,0,0,136,5,9,0,0,7,288,2007,2007,239000
824,1070,0,4,0,1,2,1894,1,1,11316,0,0,40,5,7,0,0,8,0,2002,2003,214900
783,701,0,3,0,1,2,1484,1,1,10237,0,0,72,5,6,0,0,8,0,2005,2007,178900
976,332,0,2,0,2,1,1308,1,1,9600,0,0,70,7,5,0,0,7,0,1940,1950,160000
1098,0,0,3,0,0,1,1098,0,1,7390,0,0,0,7,5,0,0,6,0,1955,1955,135000
600,368,0,2,0,0,1,968,0,1,5925,0,0,0,6,3,0,0,6,0,1910,1950,37900
1095,0,0,2,0,0,1,1095,0,1,10382,0,0,0,5,6,0,0,6,0,1958,1958,140000
720,472,0,4,0,0,1,1192,1,1,10800,0,0,0,4,4,0,0,6,0,1949,1950,135000
764,862,0,2,0,0,2,1626,0,1,2268,0,0,27,5,7,0,0,6,0,2003,2004,173000
918,0,0,2,0,1,2,918,0,1,7892,0,0,0,5,6,0,0,5,28,1979,1979,99500
1428,0,0,3,0,0,2,1428,0,1,11639,0,0,120,5,7,0,0,6,0,2007,2008,182000
1136,883,0,3,0,0,1,2019,0,1,11414,0,0,135,8,7,0,0,8,509,1910,1993,167500
673,709,0,3,0,0,2,1382,1,1,2651,0,0,50,5,7,0,0,6,153,2000,2000,165000
869,0,0,2,0,0,1,869,0,1,5900,0,0,0,7,4,0,0,4,0,1923,1958,85500
1241,0,0,1,0,0,1,1241,1,1,4274,0,0,116,5,7,0,0,4,0,2006,2007,199900
894,0,0,3,0,0,1,894,0,1,9450,0,0,0,5,4,0,0,5,0,1954,1954,110000
1121,0,0,3,0,0,1,1121,0,1,8816,0,0,80,6,5,0,0,5,0,1963,1963,139000
999,0,0,3,0,0,1,999,0,1,12122,0,0,76,9,7,0,0,6,144,1961,2007,178400
1276,1336,0,4,0,1,2,2612,1,1,12203,0,0,0,5,8,0,0,8,250,1998,1999,336000
1266,0,0,2,0,1,2,1266,0,1,3182,0,0,16,5,7,0,0,6,100,2007,2007,159895
1149,1141,0,4,0,1,2,2290,1,1,11250,0,0,0,5,8,0,0,9,0,2002,2002,255900
1302,432,0,4,0,0,2,1734,0,2,10125,0,0,0,5,5,0,0,8,0,1977,1977,126000
1164,0,0,3,0,0,1,1164,0,1,10880,0,0,48,5,5,0,0,5,0,1950,1950,125000
1001,634,0,2,0,0,1,1635,0,1,5310,0,0,0,8,6,0,0,5,394,1910,2003,117000
1940,0,0,3,0,1,2,1940,1,1,10159,0,0,95,5,9,0,0,8,168,2009,2010,395192
1118,912,0,4,0,1,2,2030,1,1,12046,0,0,224,6,6,0,0,8,0,1976,1976,195000
778,798,0,3,0,0,2,1576,1,1,8125,0,0,50,5,7,0,0,6,0,2006,2006,197000
1407,985,0,3,0,1,2,2392,1,1,9452,0,0,70,5,8,0,0,7,0,1997,1998,348000
916,826,0,4,0,1,1,1742,1,1,17671,0,0,169,9,8,0,0,8,0,1882,1986,168000
1020,831,0,3,0,1,2,1851,1,1,9760,0,0,42,8,6,0,0,7,239,1964,1993,187000
750,750,0,3,0,0,2,1500,1,1,8846,0,0,35,5,6,0,0,6,0,2005,2006,173900
1718,0,0,3,0,1,2,1718,0,1,12456,0,0,48,5,10,0,0,7,216,2006,2007,337500
774,456,0,3,0,0,1,1230,1,1,4712,0,0,57,7,4,0,63,5,0,1946,1950,121600
1050,0,0,3,0,0,1,1050,0,1,10659,0,0,319,6,5,0,0,6,0,1961,1961,136500
1442,0,0,2,0,1,2,1442,0,1,11717,0,0,0,6,6,0,0,6,371,1970,1970,185000
1077,0,0,3,48,1,1,1077,0,1,9786,0,0,100,4,3,0,0,6,0,1922,1950,91000
1208,0,0,2,0,0,2,1208,0,1,6762,0,0,61,5,7,0,0,6,105,2006,2006,206000
944,0,0,2,0,0,1,944,0,1,10206,0,0,0,3,3,0,0,4,0,1952,1952,82000
691,0,0,2,94,0,1,691,0,1,5400,0,0,20,6,5,0,0,4,0,1920,1950,86000
1574,0,0,3,0,1,2,1574,0,1,11957,0,0,104,5,8,0,0,7,144,2006,2006,232000
1680,0,0,4,0,0,2,1680,0,2,11500,0,0,0,6,5,0,0,8,0,1976,1976,136905
1504,0,0,1,0,1,2,1504,0,1,3182,0,0,0,5,7,0,0,7,156,2005,2006,181000
985,0,0,3,0,0,2,985,0,1,8385,0,0,0,8,5,0,0,6,210,1977,1977,149900
1657,0,0,3,0,1,2,1657,0,1,12155,0,0,0,3,6,0,147,7,0,1970,1970,163500
546,546,0,3,0,0,1,1092,1,1,2217,0,0,0,4,4,0,0,6,238,1970,1970,88000
1710,0,0,3,0,1,2,1710,0,1,12118,0,0,48,5,7,0,180,7,100,2004,2005,240000
1008,0,0,4,138,0,2,1522,0,1,6000,514,0,0,5,5,0,0,7,0,1926,1950,102000
720,551,0,4,108,1,2,1271,0,1,21286,0,0,0,5,5,0,0,7,0,1948,1950,135000
1664,0,0,4,0,0,2,1664,0,2,9825,0,0,0,5,5,0,0,8,0,1965,1965,100000
900,602,0,3,112,2,1,1502,1,1,10592,0,0,0,7,6,0,53,7,96,1923,1996,165000
1022,0,0,2,226,0,1,1022,0,1,7200,0,0,30,4,5,0,0,4,0,1910,2006,85000
1082,0,0,2,0,1,1,1082,0,1,11664,0,0,130,5,6,0,0,5,0,1948,1950,119200
810,855,0,3,0,0,2,1665,1,1,8400,0,0,45,6,8,0,0,6,0,2001,2001,227000
1504,0,0,3,0,1,2,1504,0,1,11883,0,0,66,5,7,0,0,6,115,1996,1996,203000
1360,0,0,1,0,1,1,1360,0,1,5814,0,0,0,5,8,0,0,4,63,1984,1984,187500
802,670,0,3,0,1,2,1472,1,1,10784,0,0,0,5,7,0,0,7,164,1991,1992,160000
1506,0,0,2,0,1,2,1506,0,1,3013,0,0,20,5,7,0,0,6,142,2005,2005,213490
1132,0,0,2,0,0,1,1132,1,1,7024,0,0,64,5,4,0,0,5,252,2005,2005,176000
1220,0,0,2,0,0,2,1220,0,1,7406,0,0,54,5,7,0,0,6,105,2006,2006,194000
912,336,0,2,192,0,1,1248,0,1,9439,0,0,0,5,5,0,0,6,0,1930,1950,87000
1504,0,0,2,0,1,2,1504,0,1,3182,0,0,20,5,7,0,0,7,156,2005,2006,191000
2898,0,0,2,174,1,2,2898,0,1,15498,0,0,72,6,8,0,0,10,0,1976,1976,287000
882,0,0,3,0,0,1,882,0,1,7700,0,0,0,5,5,0,0,5,96,1972,1972,112500
1264,0,0,3,0,2,1,1264,0,1,9300,0,0,0,5,5,0,143,6,0,1960,1960,167500
1646,0,0,3,0,1,2,1646,0,1,9520,0,0,44,5,8,0,0,7,192,2007,2008,293077
968,408,0,3,0,1,1,1376,0,1,9492,0,0,0,5,5,0,0,6,0,1941,1950,105000
672,546,0,3,0,0,1,1218,1,1,1680,0,0,28,7,6,0,0,7,0,1972,1972,118000
948,980,0,5,228,0,2,1928,0,2,7082,0,0,0,8,5,0,0,10,0,1916,1995,160000
1687,998,0,5,0,2,2,3082,1,1,15863,397,0,63,3,7,0,0,12,136,1920,1970,197000
1352,1168,0,5,0,1,2,2520,1,1,14541,0,0,55,7,8,0,0,10,209,1993,1993,310000
1654,0,0,3,0,0,2,1654,0,1,8125,0,0,136,5,7,0,0,6,0,2002,2002,230000
954,0,0,2,0,1,1,954,0,1,6305,0,0,0,7,5,0,0,5,0,1938,1950,119750
845,0,0,3,0,0,1,845,0,1,11500,0,0,0,3,4,0,0,5,186,1957,1957,84000
1620,0,0,2,0,1,2,1620,0,1,12898,0,0,0,5,9,0,0,6,228,2007,2008,315500
1055,1208,0,3,0,1,2,2263,1,1,9240,0,0,45,5,8,0,189,7,0,2001,2002,287000
798,546,0,3,0,1,1,1344,1,1,1533,0,0,0,6,4,0,0,6,0,1970,2008,97000
630,0,0,1,0,0,1,630,0,1,1477,0,0,0,4,4,0,0,3,0,1970,1970,80000
1803,0,0,3,0,1,2,1803,0,1,13125,0,0,0,4,5,0,0,8,0,1957,2000,155000
800,832,0,4,0,0,1,1632,1,1,9130,0,0,40,8,6,0,0,7,0,1966,2000,173000
1306,0,0,1,0,1,2,1306,0,1,5381,0,0,63,5,6,0,0,5,170,2005,2005,196000
1532,797,0,4,0,1,2,2329,1,1,11839,0,0,121,5,7,0,0,10,192,1990,1990,262280
2524,0,0,4,0,1,2,2524,1,1,9600,0,0,120,5,8,0,0,9,474,1981,1981,278000
1733,0,0,4,0,1,2,1733,0,1,13680,0,0,0,5,3,0,0,8,0,1955,1955,139600
1992,876,0,4,0,1,3,2868,1,1,16056,0,0,108,5,9,0,0,11,214,2005,2006,556581
990,0,0,3,0,0,1,990,0,1,9245,0,0,0,5,5,0,0,5,0,1994,1995,145000
1771,0,0,3,0,1,1,1771,0,1,21750,0,0,0,4,5,0,0,9,0,1960,2006,115000
930,0,0,2,0,0,1,930,0,1,11100,0,0,0,7,4,0,0,6,0,1946,2006,84900
1302,0,0,3,0,0,2,1302,0,1,8993,0,0,22,5,7,0,0,6,0,2007,2007,176485
1316,0,0,3,0,1,2,1316,0,1,11175,0,0,20,5,7,0,0,6,0,2007,2007,200141
1127,850,0,4,0,1,1,1977,1,1,9500,0,0,52,6,6,0,0,9,0,1964,1978,165000
1526,0,0,4,0,1,1,1526,0,1,8562,0,0,78,6,5,0,0,7,116,1957,2002,144500
1091,898,0,3,0,1,2,1989,1,1,11367,0,0,60,5,8,0,0,7,199,2002,2002,255000
1523,0,0,3,0,1,2,1523,0,1,11361,0,0,0,5,6,0,189,7,0,1976,1976,180000
1364,0,0,2,0,1,2,1364,0,1,7052,0,0,36,5,7,0,0,6,192,2005,2005,185850
979,871,0,3,0,1,2,1850,1,1,29959,0,0,98,6,7,0,0,7,168,1994,1994,248000
1130,1054,0,3,0,1,2,2184,1,1,11308,0,0,102,5,9,0,0,10,0,2008,2008,335000
1096,895,0,3,19,1,1,1991,1,1,11275,0,0,0,7,6,0,0,7,0,1932,1950,220000
1338,0,0,2,170,0,2,1338,0,1,4920,0,0,0,5,8,0,0,6,0,2001,2001,213500
894,0,0,2,0,0,1,894,0,1,18000,0,560,20,4,3,0,0,6,0,1935,1950,81000
1422,915,0,5,0,0,2,2337,0,2,13600,0,0,57,5,5,0,0,10,0,1900,1950,90000
1103,0,0,2,0,1,1,1103,0,1,6000,0,0,120,6,6,0,0,5,166,1925,1980,110500
1154,0,0,3,0,1,1,1154,1,1,11000,0,0,58,6,5,0,0,6,0,1966,1966,154000
1306,954,0,3,0,0,2,2260,1,1,14000,0,0,44,5,7,0,0,7,296,1996,1997,328000
799,772,0,3,0,1,2,1571,1,1,7837,0,0,40,7,6,0,0,7,0,1993,1994,178000
798,813,0,4,0,0,1,1611,1,1,9760,0,0,128,6,6,0,189,7,328,1964,1964,167900
